Unnamed: 0	chrom	end	start	strand	disruption_SCD	insertion_SCD	orientation	background_index	flank_bp	spacer_bp
1315	chr11	70975109	70975090	+	0.713	0.3914	>	6	9	81
1316	chr5	122773202	122773183	+	0.11584	0.1375	>	6	9	81
1317	chr4	128588031	128588012	-	0.2659	0.1909	>	6	9	81
1318	chr8	122576186	122576167	-	0.11285	0.1545	>	6	9	81
1319	chr7	76383989	76383970	+	0.1553	0.154	>	6	9	81
1320	chr9	41467019	41467000	-	0.2223	0.1565	>	6	9	81
1321	chr1	32712246	32712227	-	0.05322	0.1516	>	6	9	81
1322	chr16	23974866	23974847	-	0.5283	0.3425	>	6	9	81
1323	chr15	84066194	84066175	-	0.6196	1.17	>	6	9	81
1324	chr11	40148920	40148901	-	1.272	0.642	>	6	9	81
1325	chr7	27166488	27166469	-	0.306	0.491	>	6	9	81
1326	chr11	30240273	30240254	+	0.4001	0.2556	>	6	9	81
1327	chr2	69115969	69115950	-	0.1754	0.1587	>	6	9	81
1328	chr9	113420569	113420550	-	0.2261	0.2178	>	6	9	81
1329	chr12	99882528	99882509	-	0.2617	0.1387	>	6	9	81
1330	chr5	77347648	77347629	-	0.3625	0.4211	>	6	9	81
1331	chr10	49780455	49780436	+	0.2179	0.1394	>	6	9	81
1332	chr5	75855263	75855244	-	0.6416	0.4326	>	6	9	81
1333	chr2	124087358	124087339	-	0.6436	0.2075	>	6	9	81
1334	chr14	49219056	49219037	+	0.678	0.694	>	6	9	81
1335	chr5	147938091	147938072	+	0.368	0.1842	>	6	9	81
1336	chr11	32340288	32340269	+	0.1792	0.1648	>	6	9	81
1337	chr16	50181579	50181560	+	0.2006	0.1838	>	6	9	81
1338	chr16	20496121	20496102	-	0.6714	0.1777	>	6	9	81
1339	chr8	76775680	76775661	+	0.135	0.1975	>	6	9	81
1340	chr14	65597676	65597657	+	0.6543	0.452	>	6	9	81
1341	chr7	64754771	64754752	+	0.1351	0.2295	>	6	9	81
1342	chr2	166083979	166083960	-	0.2964	0.2065	>	6	9	81
1343	chr16	44140440	44140421	+	0.4607	0.3381	>	6	9	81
1344	chr12	90524338	90524319	-	0.3223	0.2983	>	6	9	81
1345	chr5	89391716	89391697	+	0.1626	0.1418	>	6	9	81
1346	chr9	59675438	59675419	-	0.2104	0.1542	>	6	9	81
1347	chr19	16339103	16339084	-	0.1967	0.1177	>	6	9	81
1348	chr13	30545067	30545048	+	0.3672	0.2915	>	6	9	81
1349	chr1	92462681	92462662	+	0.3916	0.1832	>	6	9	81
1350	chr4	84066283	84066264	-	0.1898	0.1552	>	6	9	81
1351	chr9	83373922	83373903	-	0.2197	0.1434	>	6	9	81
1352	chr4	88773969	88773950	-	0.9507	8.01	>	6	9	81
1353	chr9	123132258	123132239	-	0.1687	0.1416	>	6	9	81
1354	chr17	34958843	34958824	-	0.2079	0.5464	>	6	9	81
1355	chr12	50946225	50946206	+	0.2341	0.157	>	6	9	81
1356	chr13	73647252	73647233	+	0.267	0.1704	>	6	9	81
1357	chr11	83279300	83279281	-	0.4434	0.2251	>	6	9	81
1358	chr17	8986048	8986029	-	0.3325	0.212	>	6	9	81
1359	chr4	14935721	14935702	-	0.7095	0.296	>	6	9	81
1360	chr4	75076699	75076680	+	0.09125	0.2014	>	6	9	81
1361	chr5	114610713	114610694	+	0.0985	0.1626	>	6	9	81
1362	chr9	83378273	83378254	-	0.471	0.2808	>	6	9	81
1363	chr9	107773182	107773163	-	0.1786	0.1414	>	6	9	81
1364	chr9	41218030	41218011	+	0.1323	0.1355	>	6	9	81
1365	chr9	105644718	105644699	+	0.4255	0.1808	>	6	9	81
1366	chr8	84264441	84264422	-	1.261	1.4795	>	6	9	81
1367	chr4	135959453	135959434	+	0.112	0.2223	>	6	9	81
1368	chr1	24684268	24684249	+	0.4001	0.1942	>	6	9	81
1369	chr3	87748577	87748558	-	0.7593	0.4382	>	6	9	81
1370	chr9	54690950	54690931	+	0.11566	0.136	>	6	9	81
1371	chr15	82277690	82277671	-	0.9043	0.4492	>	6	9	81
1372	chr5	115498528	115498509	-	0.2693	0.2164	>	6	9	81
1373	chr9	56621276	56621257	+	0.10846	0.253	>	6	9	81
1374	chr18	81956733	81956714	-	0.2815	0.2637	>	6	9	81
1375	chr10	22791401	22791382	-	0.1346	0.2358	>	6	9	81
1376	chr15	82271301	82271282	+	0.836	0.1838	>	6	9	81
1377	chr12	69946159	69946140	+	0.555	0.455	>	6	9	81
1378	chr14	101442800	101442781	+	0.2983	0.1344	>	6	9	81
1379	chr2	164777017	164776998	-	0.5176	0.361	>	6	9	81
1380	chr10	24631573	24631554	-	1.178	1.224	>	6	9	81
1381	chr1	136528510	136528491	-	1.761	0.7373	>	6	9	81
1382	chr10	19222118	19222099	-	1.411	0.8228	>	6	9	81
1383	chr14	56885508	56885489	-	2.348	4.004	>	6	9	81
1384	chr8	85060493	85060474	-	0.9688	0.437	>	6	9	81
1385	chr11	96075822	96075803	-	0.9316	0.4944	>	6	9	81
1386	chr11	77476535	77476516	+	0.1632	0.2383	>	6	9	81
1387	chr1	81294004	81293985	-	0.905	0.562	>	6	9	81
1388	chr12	15520954	15520935	+	0.7183	0.4033	>	6	9	81
1389	chr7	66397054	66397035	+	0.1594	0.2107	>	6	9	81
1390	chr12	74014582	74014563	-	0.2377	0.1973	>	6	9	81
1391	chr5	144242554	144242535	-	0.241	0.1987	>	6	9	81
1392	chr15	66894943	66894924	+	0.2703	0.2021	>	6	9	81
1393	chr6	126484995	126484976	-	0.4333	1.278	>	6	9	81
1394	chr4	48427148	48427129	+	0.678	0.3833	>	6	9	81
1395	chr15	71459211	71459192	+	0.252	0.1731	>	6	9	81
1396	chr3	19896435	19896416	-	0.2361	0.1467	>	6	9	81
1397	chr8	68268707	68268688	-	0.1398	0.1492	>	6	9	81
1398	chr1	182555580	182555561	-	0.1982	0.1915	>	6	9	81
1399	chr9	44413186	44413167	-	0.534	0.393	>	6	9	81
1400	chr14	70151716	70151697	+	0.3604	0.2382	>	6	9	81
1401	chr4	62478250	62478231	+	0.438	0.1328	>	6	9	81
1402	chr3	127561629	127561610	-	0.2183	0.12354	>	6	9	81
1403	chr3	69139614	69139595	-	0.397	0.2261	>	6	9	81
1404	chr17	17919616	17919597	+	0.1678	0.167	>	6	9	81
1405	chr4	139314214	139314195	-	0.2279	0.269	>	6	9	81
1406	chr18	61952763	61952744	-	0.2372	0.1731	>	6	9	81
1407	chr9	7599188	7599169	+	0.33	0.191	>	6	9	81
1408	chr10	120898341	120898322	-	0.3386	0.1467	>	6	9	81
1409	chr11	57469613	57469594	-	0.1846	0.2297	>	6	9	81
1410	chr18	58480198	58480179	-	0.2095	0.1665	>	6	9	81
1411	chr17	12380527	12380508	-	0.658	0.591	>	6	9	81
1412	chr2	107940173	107940154	+	0.11664	0.1351	>	6	9	81
1413	chr2	32580534	32580515	-	0.2605	0.4055	>	6	9	81
1414	chr15	98813480	98813461	+	0.3496	0.5376	>	6	9	81
1415	chr6	54253893	54253874	+	0.1663	0.1743	>	6	9	81
1416	chr1	135800865	135800846	+	0.1766	0.1665	>	6	9	81
1417	chr15	58426369	58426350	+	0.1996	0.1519	>	6	9	81
1418	chr4	87367775	87367756	+	0.3853	0.1472	>	6	9	81
1419	chr2	96583103	96583084	-	0.809	0.3242	>	6	9	81
1420	chr4	63366959	63366940	-	0.1979	0.1753	>	6	9	81
1421	chr4	59761293	59761274	-	0.3435	0.2113	>	6	9	81
1422	chr10	7832162	7832143	+	0.2646	0.1672	>	6	9	81
1423	chr7	89904213	89904194	-	0.2908	0.156	>	6	9	81
1424	chr1	30697342	30697323	+	0.1025	0.1263	>	6	9	81
1425	chr1	58987602	58987583	+	0.2202	0.1498	>	6	9	81
1426	chr15	7452190	7452171	+	0.1405	0.12085	>	6	9	81
1427	chr4	139877044	139877025	+	0.3875	0.2688	>	6	9	81
1428	chr3	83291887	83291868	-	0.0825	0.137	>	6	9	81
1429	chr15	68912907	68912888	-	0.5024	0.2024	>	6	9	81
1430	chr14	64593744	64593725	-	1.073	0.5703	>	6	9	81
1431	chr1	56980349	56980330	-	0.2778	0.2322	>	6	9	81
1432	chr14	75833620	75833601	-	0.6006	0.4543	>	6	9	81
1433	chr16	62904648	62904629	-	0.217	0.1924	>	6	9	81
1434	chr5	35991229	35991210	-	1.033	1.082	>	6	9	81
1435	chr5	44287418	44287399	-	0.248	0.155	>	6	9	81
1436	chr15	76199915	76199896	-	0.07776	0.3071	>	6	9	81
1437	chr4	131240262	131240243	-	0.241	0.206	>	6	9	81
1438	chr5	102147917	102147898	-	0.228	0.2458	>	6	9	81
1439	chr3	93086926	93086907	+	0.0978	0.1787	>	6	9	81
1440	chr6	126163382	126163363	+	2.373	1.376	>	6	9	81
1441	chr3	45375769	45375750	+	1.051	0.2544	>	6	9	81
1442	chr16	90306219	90306200	-	0.3647	0.3506	>	6	9	81
1443	chr17	3249270	3249251	-	0.1843	0.136	>	6	9	81
1444	chr4	143024421	143024402	-	0.087	0.1317	>	6	9	81
1445	chr19	47513892	47513873	-	0.2471	0.1393	>	6	9	81
1446	chr6	66534595	66534576	-	1.387	0.675	>	6	9	81
1447	chr6	134963172	134963153	-	0.6475	0.5996	>	6	9	81
1448	chr14	56369245	56369226	+	0.2401	0.1912	>	6	9	81
1449	chr18	53460219	53460200	+	0.1775	0.162	>	6	9	81
1450	chr7	89476922	89476903	-	0.2163	0.1522	>	6	9	81
1451	chr6	34273116	34273097	+	0.0673	0.1545	>	6	9	81
1452	chr7	142295608	142295589	-	1.062	6.32	>	6	9	81
1453	chr3	22302208	22302189	+	0.992	0.3848	>	6	9	81
1454	chr6	31045994	31045975	-	0.7534	0.959	>	6	9	81
1455	chr9	57143378	57143359	-	0.1816	0.2302	>	6	9	81
1456	chr6	101268340	101268321	+	0.2712	0.1924	>	6	9	81
1457	chr9	58897456	58897437	-	0.7163	0.4846	>	6	9	81
1458	chr17	79601068	79601049	+	0.2245	0.12476	>	6	9	81
1459	chr16	5254607	5254588	-	0.2883	0.22	>	6	9	81
1460	chr4	83595536	83595517	+	1.783	1.041	>	6	9	81
1461	chr9	51159881	51159862	-	0.6875	0.266	>	6	9	81
1462	chr14	66354429	66354410	+	0.1142	0.1388	>	6	9	81
1463	chr5	117090283	117090264	+	0.5806	0.4014	>	6	9	81
1464	chr2	168061425	168061406	-	0.1733	0.2051	>	6	9	81
1465	chr5	9169228	9169209	+	0.3306	0.1686	>	6	9	81
1466	chr6	28418701	28418682	-	0.4202	0.266	>	6	9	81
1467	chr12	105038443	105038424	-	0.1501	0.2063	>	6	9	81
1468	chr1	182558143	182558124	-	0.2264	0.1511	>	6	9	81
1469	chr8	47713300	47713281	-	1.078	1.646	>	6	9	81
1470	chr18	47357393	47357374	+	0.2007	0.1278	>	6	9	81
1471	chr1	118771083	118771064	-	0.1254	0.2006	>	6	9	81
1472	chr16	6493044	6493025	-	0.1927	0.1516	>	6	9	81
1473	chr9	42951005	42950986	-	0.3914	0.2078	>	6	9	81
1474	chr13	53430986	53430967	-	0.6504	0.3672	>	6	9	81
1475	chr13	67609268	67609249	+	2.162	0.826	>	6	9	81
1476	chr1	53035072	53035053	+	0.1465	0.1494	>	6	9	81
1477	chr7	99471824	99471805	-	0.3745	0.4907	>	6	9	81
1478	chr11	36543574	36543555	-	0.1156	0.1614	>	6	9	81
1479	chr5	124334258	124334239	-	0.3428	0.273	>	6	9	81
1480	chr10	76771414	76771395	-	0.1296	0.2047	>	6	9	81
1481	chr10	4386719	4386700	+	0.32	0.4492	>	6	9	81
1482	chr5	116554091	116554072	+	0.0876	0.1714	>	6	9	81
1483	chr10	41734858	41734839	+	0.1406	0.2605	>	6	9	81
1484	chr10	50906875	50906856	-	0.2361	0.1674	>	6	9	81
1485	chr11	31651668	31651649	+	0.07605	0.1534	>	6	9	81
1486	chr6	116193190	116193171	+	0.3687	0.372	>	6	9	81
1487	chr1	188976509	188976490	+	0.343	0.1833	>	6	9	81
1488	chr12	101976095	101976076	+	0.681	0.4116	>	6	9	81
1489	chr15	75925915	75925896	+	0.6084	0.9233	>	6	9	81
1490	chr1	4777287	4777268	-	0.9443	1.425	>	6	9	81
1491	chr18	86560230	86560211	+	0.7866	1.138	>	6	9	81
1492	chr7	43574878	43574859	+	1.292	1.347	>	6	9	81
1493	chr7	98200601	98200582	-	0.2927	0.1711	>	6	9	81
1494	chr4	143319849	143319830	+	0.2299	0.1525	>	6	9	81
1495	chr2	128601696	128601677	-	0.1208	0.207	>	6	9	81
1496	chr17	57004491	57004472	-	0.1467	0.2932	>	6	9	81
1497	chr2	35196541	35196522	-	1.081	0.3997	>	6	9	81
1498	chr5	29779371	29779352	+	0.1531	0.1671	>	6	9	81
1499	chr10	93038429	93038410	-	0.163	0.1875	>	6	9	81
0	chr4	87368268	87368249	+	90.56	65.75	>	6	10	80
1	chr11	109860827	109860808	-	89.2	47.97	>	6	10	80
2	chr3	22309188	22309169	+	81.5	60.4	>	6	10	80
3	chr10	5161770	5161751	-	79.2	55.88	>	6	10	80
4	chr16	71247702	71247683	+	68.56	43.2	>	6	10	80
5	chr16	72980067	72980048	-	68.3	56.7	>	6	10	80
6	chr6	60556001	60555982	+	67.7	40.38	>	6	10	80
7	chr5	7996919	7996900	-	66.06	59.4	>	6	10	80
8	chr14	12140114	12140095	-	65.1	51.62	>	6	10	80
9	chr13	81439574	81439555	+	64.94	46.94	>	6	10	80
10	chr9	103996726	103996707	-	64.9	51.25	>	6	10	80
11	chr15	56066340	56066321	+	63.97	42.94	>	6	10	80
12	chr10	106609250	106609231	+	63.97	42.62	>	6	10	80
13	chr1	144380222	144380203	-	63.4	48.44	>	6	10	80
14	chr10	8240468	8240449	-	62.34	45.88	>	6	10	80
15	chr12	77000269	77000250	+	62.22	54.97	>	6	10	80
16	chr1	44745882	44745863	+	62.12	40.25	>	6	10	80
17	chr4	81178889	81178870	+	62.03	50.0	>	6	10	80
18	chr9	10909768	10909749	+	61.12	47.94	>	6	10	80
19	chr6	64650119	64650100	-	60.56	60.88	>	6	10	80
20	chr15	32766485	32766466	-	60.56	46.62	>	6	10	80
21	chr4	9135983	9135964	+	60.03	34.12	>	6	10	80
22	chr7	118305013	118304994	+	59.5	47.62	>	6	10	80
23	chr10	39520570	39520551	-	58.34	40.5	>	6	10	80
24	chr1	78724658	78724639	+	58.25	47.28	>	6	10	80
25	chr2	160598038	160598019	+	57.94	55.8	>	6	10	80
26	chr18	33790258	33790239	-	57.72	56.3	>	6	10	80
27	chr12	40837750	40837731	+	57.5	46.25	>	6	10	80
28	chr8	41443763	41443744	+	57.34	56.06	>	6	10	80
29	chr14	68494314	68494295	-	56.94	24.97	>	6	10	80
30	chr1	11657910	11657891	+	56.8	43.62	>	6	10	80
31	chr11	77100337	77100318	+	55.88	49.25	>	6	10	80
32	chr16	41244935	41244916	-	55.72	48.0	>	6	10	80
33	chr14	87452291	87452272	-	55.72	63.0	>	6	10	80
34	chr18	16217050	16217031	+	54.9	26.8	>	6	10	80
35	chr11	53255133	53255114	-	54.8	39.5	>	6	10	80
36	chr9	7216447	7216428	+	54.56	27.64	>	6	10	80
37	chr8	35850598	35850579	-	54.5	50.94	>	6	10	80
38	chr8	102781131	102781112	-	54.44	41.34	>	6	10	80
39	chr5	49962010	49961991	-	54.16	50.88	>	6	10	80
40	chr7	90410162	90410143	-	54.06	39.75	>	6	10	80
41	chr4	15328717	15328698	+	54.03	40.72	>	6	10	80
42	chr11	31949616	31949597	-	54.0	41.44	>	6	10	80
43	chr1	120586671	120586652	+	53.8	57.06	>	6	10	80
44	chr13	19698921	19698902	+	53.16	40.8	>	6	10	80
45	chr12	57825950	57825931	+	53.03	34.38	>	6	10	80
46	chr16	72215933	72215914	-	52.7	45.56	>	6	10	80
47	chr9	15685402	15685383	+	52.62	45.03	>	6	10	80
48	chr10	10321327	10321308	-	52.47	23.97	>	6	10	80
49	chr9	49494135	49494116	+	52.4	51.5	>	6	10	80
50	chr3	50906169	50906150	-	52.12	57.06	>	6	10	80
51	chr11	57467973	57467954	-	52.03	54.47	>	6	10	80
52	chr11	113165316	113165297	-	51.88	57.94	>	6	10	80
53	chr9	51152608	51152589	-	51.8	48.22	>	6	10	80
54	chr16	58299658	58299639	+	51.56	30.08	>	6	10	80
55	chr16	22564783	22564764	+	51.44	49.16	>	6	10	80
56	chr8	36523135	36523116	-	51.4	44.44	>	6	10	80
57	chr14	34810941	34810922	+	51.3	52.97	>	6	10	80
58	chr6	101261740	101261721	-	51.0	49.47	>	6	10	80
59	chr7	132213694	132213675	-	50.8	38.62	>	6	10	80
60	chr2	48886271	48886252	-	50.28	44.53	>	6	10	80
61	chr12	54060974	54060955	-	50.12	27.78	>	6	10	80
62	chr1	5905019	5905000	-	50.06	44.22	>	6	10	80
63	chr9	26776375	26776356	-	50.0	53.88	>	6	10	80
64	chr1	103799519	103799500	+	49.53	56.44	>	6	10	80
65	chr9	88222188	88222169	-	49.5	40.1	>	6	10	80
66	chr18	58481884	58481865	-	49.28	39.28	>	6	10	80
67	chr13	100112788	100112769	+	49.16	37.22	>	6	10	80
68	chr3	14679394	14679375	+	49.06	29.97	>	6	10	80
69	chr16	37109459	37109440	+	48.75	19.0	>	6	10	80
70	chr3	153655318	153655299	-	48.72	48.28	>	6	10	80
71	chr16	89765698	89765679	-	48.38	54.0	>	6	10	80
72	chr13	89543228	89543209	-	48.3	56.84	>	6	10	80
73	chr11	40149509	40149490	-	48.28	36.34	>	6	10	80
74	chr3	113080940	113080921	-	48.2	53.4	>	6	10	80
75	chr10	70963797	70963778	-	47.53	51.97	>	6	10	80
76	chr6	66533480	66533461	-	47.34	41.22	>	6	10	80
77	chr18	57976815	57976796	+	47.28	41.3	>	6	10	80
78	chr12	92303388	92303369	+	47.12	48.12	>	6	10	80
79	chr6	43686140	43686121	+	47.1	34.0	>	6	10	80
80	chr15	11038687	11038668	+	47.06	40.16	>	6	10	80
81	chr6	13281064	13281045	-	47.06	44.4	>	6	10	80
82	chr4	25180081	25180062	-	46.94	22.34	>	6	10	80
83	chr2	110229883	110229864	+	46.8	37.2	>	6	10	80
84	chr2	118638293	118638274	+	46.34	48.4	>	6	10	80
85	chr14	67674858	67674839	-	46.2	40.62	>	6	10	80
86	chr1	179477262	179477243	-	45.97	54.9	>	6	10	80
87	chr12	78056191	78056172	+	45.84	48.03	>	6	10	80
88	chr15	44836402	44836383	+	45.7	45.75	>	6	10	80
89	chr9	80293262	80293243	+	45.3	48.66	>	6	10	80
90	chr1	21411405	21411386	+	45.28	35.97	>	6	10	80
91	chr8	80483379	80483360	-	45.28	32.34	>	6	10	80
92	chr16	55477026	55477007	-	44.9	60.88	>	6	10	80
93	chr9	122729759	122729740	-	44.72	40.56	>	6	10	80
94	chr2	17415581	17415562	-	44.56	38.03	>	6	10	80
95	chr4	13778049	13778030	-	44.5	20.47	>	6	10	80
96	chr16	64748455	64748436	-	44.47	52.25	>	6	10	80
97	chr6	57570627	57570608	-	44.28	34.06	>	6	10	80
98	chr16	13117421	13117402	+	44.28	48.25	>	6	10	80
99	chr1	54381475	54381456	-	44.12	34.1	>	6	10	80
100	chr15	40166896	40166877	+	44.03	40.53	>	6	10	80
101	chr17	83271696	83271677	+	44.0	39.2	>	6	10	80
102	chr9	63136063	63136044	+	43.94	32.22	>	6	10	80
103	chr3	68056550	68056531	+	43.88	35.0	>	6	10	80
104	chr3	25220822	25220803	-	43.8	23.62	>	6	10	80
105	chr7	118102455	118102436	-	43.53	59.94	>	6	10	80
106	chr9	51335485	51335466	+	43.47	26.75	>	6	10	80
107	chr16	96671807	96671788	-	43.4	27.66	>	6	10	80
108	chr2	113494904	113494885	+	43.34	43.28	>	6	10	80
109	chr1	55404561	55404542	+	43.25	39.06	>	6	10	80
110	chr3	80079969	80079950	+	43.0	35.7	>	6	10	80
111	chr11	25862989	25862970	-	42.66	37.9	>	6	10	80
112	chr13	109213188	109213169	-	42.6	60.5	>	6	10	80
113	chr8	58566283	58566264	+	42.56	33.8	>	6	10	80
114	chr16	72218227	72218208	+	42.38	47.1	>	6	10	80
115	chr14	102510640	102510621	-	42.34	35.9	>	6	10	80
116	chr7	143154010	143153991	+	42.16	43.66	>	6	10	80
117	chr6	143219585	143219566	+	42.1	41.62	>	6	10	80
118	chr17	86906334	86906315	-	41.97	47.25	>	6	10	80
119	chr8	62080400	62080381	+	41.97	30.6	>	6	10	80
120	chr3	57843985	57843966	+	41.94	43.75	>	6	10	80
121	chr18	3495634	3495615	+	41.62	36.03	>	6	10	80
122	chr7	125393847	125393828	-	41.56	47.0	>	6	10	80
123	chr7	86211564	86211545	-	41.56	46.4	>	6	10	80
124	chr9	60245127	60245108	+	41.38	43.16	>	6	10	80
125	chr6	131353859	131353840	-	41.3	15.89	>	6	10	80
126	chr15	98173991	98173972	-	41.25	24.88	>	6	10	80
127	chr17	88641249	88641230	-	41.12	34.25	>	6	10	80
128	chr9	87027908	87027889	+	41.1	38.34	>	6	10	80
129	chr4	70621553	70621534	-	40.97	48.38	>	6	10	80
130	chr12	41487236	41487217	-	40.88	35.94	>	6	10	80
131	chr4	127368548	127368529	+	40.8	49.72	>	6	10	80
132	chr8	50293750	50293731	-	40.75	48.2	>	6	10	80
133	chr16	27468981	27468962	+	40.75	34.62	>	6	10	80
134	chr7	121641354	121641335	-	40.7	30.69	>	6	10	80
135	chr3	29726795	29726776	-	40.7	30.42	>	6	10	80
136	chr14	29110872	29110853	-	40.66	51.22	>	6	10	80
137	chr13	116712427	116712408	-	40.62	33.1	>	6	10	80
138	chr18	19939562	19939543	-	40.47	45.7	>	6	10	80
139	chr15	80704533	80704514	-	40.28	46.53	>	6	10	80
140	chr18	50137074	50137055	+	40.28	37.62	>	6	10	80
141	chr13	15763212	15763193	-	40.25	29.53	>	6	10	80
142	chr19	50185486	50185467	+	40.22	44.2	>	6	10	80
143	chr12	74013965	74013946	-	40.22	40.8	>	6	10	80
144	chr1	138835543	138835524	+	40.06	20.81	>	6	10	80
145	chr15	55550924	55550905	-	40.06	37.12	>	6	10	80
146	chr1	61771439	61771420	-	40.06	23.55	>	6	10	80
147	chr12	34664961	34664942	+	40.0	19.7	>	6	10	80
148	chr14	78288101	78288082	-	39.8	38.8	>	6	10	80
149	chr2	4499416	4499397	+	39.78	33.88	>	6	10	80
150	chr13	30260132	30260113	-	39.75	32.75	>	6	10	80
151	chr9	68015271	68015252	+	39.2	39.0	>	6	10	80
152	chr1	126993502	126993483	-	39.06	47.2	>	6	10	80
153	chr16	25349824	25349805	-	39.0	41.2	>	6	10	80
154	chr1	14729249	14729230	-	38.94	39.3	>	6	10	80
155	chr15	59389427	59389408	+	38.7	46.34	>	6	10	80
156	chr6	100882590	100882571	+	38.66	49.44	>	6	10	80
157	chr3	9711121	9711102	+	38.62	35.47	>	6	10	80
158	chr6	21214019	21214000	-	38.47	24.2	>	6	10	80
159	chr17	42603617	42603598	-	38.47	42.5	>	6	10	80
160	chr4	80517548	80517529	-	38.47	41.4	>	6	10	80
161	chr9	85328584	85328565	-	38.28	30.06	>	6	10	80
162	chr17	44262001	44261982	+	38.22	44.16	>	6	10	80
163	chr10	102449665	102449646	+	38.2	48.84	>	6	10	80
164	chr17	14520745	14520726	-	38.12	30.45	>	6	10	80
165	chr13	51830925	51830906	+	38.0	56.0	>	6	10	80
166	chr12	83502436	83502417	-	37.97	34.4	>	6	10	80
167	chr5	75853265	75853246	-	37.94	27.88	>	6	10	80
168	chr13	110382742	110382723	+	37.88	61.84	>	6	10	80
169	chr5	62481159	62481140	-	37.8	35.4	>	6	10	80
170	chr7	49121503	49121484	-	37.7	29.61	>	6	10	80
171	chr15	11966575	11966556	-	37.66	34.72	>	6	10	80
172	chr3	31146135	31146116	+	37.53	44.5	>	6	10	80
173	chr2	37815879	37815860	+	37.47	39.2	>	6	10	80
174	chr5	33033442	33033423	-	37.44	48.28	>	6	10	80
175	chr9	7595466	7595447	-	37.4	28.72	>	6	10	80
176	chr5	21641153	21641134	-	37.3	33.66	>	6	10	80
177	chr14	48367302	48367283	-	37.12	39.88	>	6	10	80
178	chr17	14524624	14524605	+	37.1	38.88	>	6	10	80
179	chr4	84064835	84064816	+	37.06	23.38	>	6	10	80
180	chr4	63368786	63368767	+	37.06	51.6	>	6	10	80
181	chr5	102149680	102149661	+	37.03	38.97	>	6	10	80
182	chr12	32897684	32897665	-	36.88	40.9	>	6	10	80
183	chr16	91936532	91936513	+	36.72	43.06	>	6	10	80
184	chr6	37046379	37046360	-	36.72	47.7	>	6	10	80
185	chr18	59081896	59081877	+	36.7	37.34	>	6	10	80
186	chr6	103697552	103697533	-	36.3	43.6	>	6	10	80
187	chr18	19937930	19937911	+	36.3	37.56	>	6	10	80
188	chr6	93757594	93757575	+	36.28	18.31	>	6	10	80
189	chr17	9756371	9756352	+	36.28	21.2	>	6	10	80
190	chr2	96585854	96585835	+	36.25	26.84	>	6	10	80
191	chr11	82915176	82915157	+	36.2	36.34	>	6	10	80
192	chr6	6005837	6005818	+	36.03	35.2	>	6	10	80
193	chr1	98392238	98392219	-	36.03	38.97	>	6	10	80
194	chr7	48749384	48749365	+	35.94	38.3	>	6	10	80
195	chr11	105911812	105911793	-	35.9	37.8	>	6	10	80
196	chr10	45045486	45045467	-	35.8	35.22	>	6	10	80
197	chr2	4492748	4492729	-	35.75	19.97	>	6	10	80
198	chr6	18087397	18087378	+	35.75	40.84	>	6	10	80
199	chr5	90203341	90203322	+	35.7	41.12	>	6	10	80
200	chr7	136489148	136489129	+	35.62	28.06	>	6	10	80
201	chr9	109862620	109862601	-	35.6	34.12	>	6	10	80
202	chr15	59876355	59876336	+	35.3	32.16	>	6	10	80
203	chr14	76473612	76473593	-	35.25	45.66	>	6	10	80
204	chr3	128349320	128349301	+	35.03	41.75	>	6	10	80
205	chr3	45375963	45375944	+	35.03	23.92	>	6	10	80
206	chr3	133314669	133314650	+	34.97	39.0	>	6	10	80
207	chr1	96801850	96801831	-	34.84	30.55	>	6	10	80
208	chr7	115216958	115216939	+	34.62	30.45	>	6	10	80
209	chr9	59282577	59282558	-	34.62	26.88	>	6	10	80
210	chr2	148112135	148112116	-	34.5	31.5	>	6	10	80
211	chr18	52457916	52457897	-	34.47	28.2	>	6	10	80
212	chr6	56691454	56691435	-	34.34	42.2	>	6	10	80
213	chr13	20292580	20292561	-	34.3	38.5	>	6	10	80
214	chr13	57260119	57260100	-	34.25	52.66	>	6	10	80
215	chr13	113877615	113877596	+	34.25	36.75	>	6	10	80
216	chr13	116715029	116715010	-	34.1	31.72	>	6	10	80
217	chr4	83596692	83596673	-	34.1	52.75	>	6	10	80
218	chr8	64941619	64941600	-	34.06	33.75	>	6	10	80
219	chr3	51701488	51701469	+	34.03	22.56	>	6	10	80
